CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
683,Germany,Male,35,5,144961.97,1,0,1,26796.73
761,Germany,Male,36,8,108239.11,2,0,0,99444.02
707,Spain,Male,48,8,88441.64,1,1,1,119903.2
681,France,Female,79,0,0.0,2,0,1,170968.99
481,France,Female,57,9,0.0,3,1,1,169719.35
687,Spain,Female,72,4,0.0,2,1,1,50267.69
746,France,Female,32,4,0.0,2,1,1,72909.75
659,France,Female,56,9,123785.24,1,1,0,99504.03
617,Spain,Female,46,3,106521.49,1,0,1,86587.37
579,Spain,Male,37,5,152212.88,2,0,0,120219.14
799,France,Male,70,8,70416.75,1,1,1,36483.52
680,Germany,Male,44,0,129974.79,2,1,1,33391.38
713,France,Female,37,8,0.0,1,1,1,16403.41
494,France,Male,30,3,85704.95,1,0,1,27886.06
633,France,Female,47,0,0.0,1,1,1,6342.84
554,France,Male,24,10,0.0,1,0,0,92180.62
666,Germany,Female,21,1,121827.43,2,1,1,99818.31
625,Germany,Male,26,3,130483.95,1,1,0,122810.53
661,Spain,Male,42,2,178820.91,1,0,0,29358.57
642,Germany,Male,41,4,157777.58,1,1,0,67484.6
841,France,Male,34,4,0.0,2,1,0,141582.66
699,France,Male,30,9,0.0,1,1,1,108162.13
714,France,Male,54,7,126113.28,1,1,0,112777.38
646,Germany,Male,24,0,92398.08,1,1,1,18897.29
698,Germany,Male,44,10,116363.37,2,1,0,198059.16
828,France,Male,34,8,129433.34,2,0,0,38131.77
466,France,Female,41,3,33563.95,2,1,0,178994.13
732,Germany,Female,48,4,102962.62,1,1,0,120852.85
573,Spain,Male,56,3,154669.77,1,0,1,115462.27
794,France,Male,35,6,0.0,2,1,1,68730.91
673,France,Female,37,10,0.0,2,1,1,37411.35
621,France,Male,39,6,0.0,2,1,1,58883.91
658,Germany,Male,31,2,77082.65,2,0,0,13482.28
637,Germany,Male,43,1,135645.29,2,0,1,101382.86
638,France,Female,43,3,145860.98,1,1,1,142763.51
744,Spain,Female,46,1,0.0,3,1,1,177431.59
708,Spain,Male,40,8,83015.71,1,1,0,101089.76
619,France,Male,39,5,0.0,2,1,1,158444.61
685,Spain,Male,38,4,0.0,2,1,1,35884.91
684,Spain,Female,31,8,0.0,2,1,0,188637.05
564,Germany,Male,41,9,103522.75,2,1,1,34338.21
613,France,Female,46,8,167795.6,1,0,1,44390.38
566,France,Female,42,6,0.0,1,1,0,180702.12
680,France,Male,33,10,183768.47,1,1,0,164119.35
585,France,Male,55,10,106415.57,3,1,1,122960.98
702,France,Male,26,2,71281.29,1,1,1,108747.12
787,France,Female,35,1,106266.8,1,1,1,16607.15
498,Germany,Male,42,3,152039.7,1,1,1,53445.17
670,France,Male,33,6,88294.6,1,1,0,66979.06
670,Spain,Male,43,1,97792.21,1,0,0,120225.62
773,France,Male,25,2,135903.33,1,1,0,73656.38
833,Spain,Male,32,6,0.0,1,1,1,44323.22
481,Germany,Male,44,3,163714.52,1,1,0,96123.72
707,France,Female,31,2,82787.93,2,0,0,91423.69
609,Spain,Male,37,5,129312.79,1,1,1,26793.82
639,France,Male,43,6,99610.92,2,1,0,187296.78
733,Spain,Male,35,8,102918.38,1,1,1,45959.86
828,Spain,Male,28,8,134766.85,1,1,0,79355.87
718,Spain,Male,40,9,0.0,2,0,0,121537.91
613,France,Female,29,6,185709.28,2,1,1,77242.19
728,France,Female,69,1,0.0,2,1,1,131804.86
730,France,Female,32,9,127661.69,1,0,0,60905.51
528,France,Male,31,6,102016.72,2,0,0,80181.12
798,France,Male,28,3,0.0,2,1,0,2305.27
628,France,Female,38,3,0.0,2,1,1,48924.73
698,France,Male,29,5,95167.55,1,1,1,152723.23
642,France,Female,40,7,0.0,2,1,0,10712.82
850,Germany,Female,31,1,130089.56,2,1,1,4466.21
499,Germany,Male,36,5,131142.53,2,1,0,174918.46
640,France,Male,28,7,0.0,2,1,1,131097.9
758,Germany,Female,61,8,125397.21,1,1,0,182184.09
660,Spain,Female,42,5,0.0,3,1,1,189016.24
774,Germany,Male,34,4,120875.23,2,0,1,113407.26
814,France,Male,49,8,0.0,2,0,0,157822.54
690,France,Male,21,8,0.0,2,1,1,155782.89
714,France,Male,52,4,100755.66,1,1,1,186775.25
655,Germany,Male,34,7,118028.35,1,1,0,51226.32
597,France,Male,45,7,0.0,2,0,0,167756.45
517,France,Male,28,2,115062.61,1,1,0,179056.23
635,France,Female,72,4,74812.84,1,0,1,27448.33
705,France,Female,39,5,149379.66,2,1,0,96075.55
687,France,Female,36,4,97157.96,1,0,1,63185.05
619,Spain,Female,41,8,0.0,3,1,1,79866.73
577,France,Female,26,1,180530.51,1,0,0,123454.62
850,France,Female,71,4,0.0,2,1,1,107236.87
705,Spain,Female,47,3,63488.7,1,0,1,28640.92
683,Spain,Male,38,3,126152.84,1,0,0,15378.75
719,Germany,Female,42,5,137227.04,3,1,0,149097.38
551,Spain,Male,49,1,150777.72,2,1,1,135757.27
758,Germany,Female,23,5,122739.1,1,1,0,102460.84
666,Germany,Male,33,2,124125.26,1,1,0,81884.8
850,France,Male,40,1,76914.21,1,1,0,174183.44
663,Spain,Female,22,9,0.0,1,1,0,29135.89
578,France,Female,35,2,0.0,2,0,1,26389.92
748,Spain,Male,35,5,105492.53,1,1,1,150057.2
530,France,Male,39,2,0.0,2,1,0,197923.05
593,Spain,Male,44,5,0.0,1,1,0,128046.98
698,France,Female,46,0,0.0,2,1,1,125962.02
543,Spain,Male,41,5,0.0,2,0,1,143980.29
591,Spain,Female,27,5,107812.67,1,0,1,162501.83
756,France,Female,26,5,101641.14,2,0,1,154460.68
786,France,Female,29,4,0.0,2,1,0,103372.79
600,Spain,Male,37,8,177657.35,1,1,1,77142.32
802,Spain,Male,41,6,0.0,2,1,0,47322.05
786,Spain,Male,29,7,80895.44,2,1,0,64945.57
521,France,Female,41,2,0.0,2,1,1,113089.43
715,France,Female,33,3,85227.84,1,1,1,68087.15
636,France,Male,34,8,0.0,2,1,0,38570.13
683,France,Male,43,8,0.0,1,1,0,96754.8
423,France,Female,36,5,97665.61,1,1,0,118372.55
783,Spain,Male,39,9,0.0,2,1,0,143752.77
592,Spain,Male,37,9,0.0,3,1,1,10656.89
621,France,Male,27,4,137003.68,1,1,0,21254.06
468,Spain,Male,28,3,0.0,2,1,0,170661.02
726,France,Female,38,5,126875.62,1,1,0,128052.29
667,Germany,Male,33,9,124573.33,2,0,0,683.37
643,France,Male,36,7,161064.64,2,0,1,84294.82
779,Spain,Male,33,3,0.0,2,1,0,30804.68
746,France,Female,29,4,105599.67,1,1,1,43106.17
680,France,Male,31,10,113292.17,1,1,1,122639.73
652,Germany,Male,45,2,151421.44,1,0,1,115333.43
849,France,Male,35,4,110837.73,1,0,0,126419.8
631,Germany,Male,48,1,106396.48,1,1,1,150661.42
554,France,Female,35,10,74988.59,2,0,1,190155.13
754,Germany,Male,35,6,98585.94,2,0,1,106116.84
703,France,Female,40,7,0.0,2,0,1,122518.5
782,France,Female,33,2,94493.03,1,0,1,101866.39
653,France,Male,44,8,0.0,2,1,1,154639.72
600,Germany,Male,53,7,106261.63,1,1,0,93629.66
727,France,Male,34,10,0.0,2,1,1,198637.34
703,Germany,Male,42,9,63227.0,1,0,1,137316.32
590,Spain,Female,44,3,139432.37,1,1,0,62222.81
637,France,Male,27,1,0.0,2,1,0,91291.2
478,France,Female,50,2,0.0,1,0,1,93332.64
694,France,Male,60,9,0.0,1,1,1,57088.97
695,Spain,Male,44,8,0.0,2,1,1,70974.13
629,Spain,Male,41,10,150148.51,1,0,0,6936.27
672,France,Female,34,1,142151.75,2,1,1,168753.34
773,France,Male,64,2,145578.28,1,0,1,186172.85
545,Spain,Male,36,8,73211.12,2,1,0,89587.34
850,Spain,Male,30,2,0.0,2,0,1,27937.12
700,France,Female,36,4,0.0,2,1,0,130789.15
714,France,Female,40,0,0.0,2,1,0,62762.12
695,France,Female,42,5,0.0,1,0,1,72172.13
651,France,Male,35,2,86911.8,1,1,0,174094.24
704,Spain,Male,36,8,127397.34,1,1,0,151335.24
750,Spain,Female,39,7,119565.92,1,1,0,87067.73
738,Spain,Male,49,3,0.0,3,1,1,65066.48
848,Germany,Female,40,5,148495.64,1,0,0,158853.98
624,Spain,Male,51,5,174397.21,2,1,1,172372.63
592,France,Male,54,8,0.0,1,1,1,28737.71
756,France,Female,24,1,0.0,2,1,0,184182.25
686,France,Male,41,5,128876.71,3,1,1,106939.34
597,France,Female,26,8,149989.39,1,1,0,42330.58
575,Spain,Male,28,7,0.0,1,1,1,10666.05
501,France,Female,39,9,117301.66,1,0,0,182025.95
668,France,Female,35,6,102482.76,1,1,1,53994.64
553,France,Female,31,4,0.0,2,1,1,89087.4
746,France,Female,24,4,0.0,1,0,1,94105.0
651,France,Female,65,0,0.0,2,1,1,190454.04
845,Spain,Female,38,2,112803.92,1,1,0,179631.85
714,Germany,Male,33,3,35016.6,1,1,0,53667.08
605,Spain,Male,39,10,105317.73,2,1,0,138021.36
559,Spain,Female,27,1,0.0,1,0,1,1050.33
635,Germany,Female,36,9,81231.85,2,1,0,196731.08
755,France,Male,38,9,148912.44,1,1,0,80416.16
784,Spain,Male,48,7,0.0,2,1,1,182609.97
678,Spain,Male,38,3,124483.53,1,1,0,126253.31
617,France,Female,28,0,0.0,2,1,1,7597.83
659,Spain,Male,60,2,0.0,1,1,0,177480.45
677,France,Female,56,0,119963.45,1,0,0,158325.87
806,Germany,Female,59,0,135296.33,1,1,0,182822.5
635,Germany,Female,28,3,81623.67,2,1,1,156791.36
634,France,Male,26,8,0.0,1,1,0,21760.96
425,Germany,Male,40,9,166776.6,2,0,1,172646.88
644,France,Female,39,9,0.0,1,1,0,3740.93
720,France,Male,71,5,183135.39,2,1,1,197688.5
650,Spain,Male,55,9,119618.42,1,1,1,29861.13
521,France,Female,39,6,0.0,2,0,1,27375.15
598,France,Female,34,4,0.0,2,0,0,60894.26
529,France,Female,38,2,0.0,1,1,0,146388.85
574,Germany,Male,33,3,129834.67,1,1,0,193131.42
619,Germany,Male,57,3,137946.39,1,1,1,72467.99
727,Germany,Male,21,8,153344.72,1,1,1,163295.87
753,Germany,Male,44,3,138076.47,1,1,0,15523.09
678,Germany,Female,54,1,123699.28,2,0,1,105221.76
554,Spain,Male,46,4,0.0,2,0,1,57320.92
554,France,Female,35,8,0.0,2,1,1,176779.46
774,France,Male,26,2,93844.69,1,1,0,28415.36
593,France,Male,41,6,0.0,2,1,1,99136.49
472,Spain,Female,32,1,159397.75,1,0,1,57323.18
507,France,Male,41,3,58820.32,2,1,1,138536.09
666,France,Male,40,5,0.0,2,1,0,147878.05
519,France,Male,48,10,71083.98,1,1,0,137959.0
772,Germany,Female,48,6,108736.52,1,1,0,184564.67
628,Spain,Female,39,8,107553.33,1,1,0,117523.41
720,Germany,Male,46,3,97042.6,1,1,1,133516.51
716,France,Male,41,9,0.0,1,1,1,113267.48
665,France,Male,28,8,191402.82,2,1,0,83238.4
544,Spain,Male,22,3,66483.32,1,0,1,110317.39
667,Spain,Female,34,5,0.0,2,1,0,163830.64
603,Germany,Male,35,1,105346.03,2,1,1,130379.5
673,France,Male,65,0,0.0,1,1,1,85733.33
444,France,Male,43,3,0.0,2,1,1,159131.21
571,France,Female,23,10,151097.28,1,0,1,17163.75
583,Germany,Male,27,4,105907.42,2,1,1,195732.04
717,France,Male,38,7,0.0,2,1,1,158580.05
850,Germany,Female,66,0,127120.62,1,0,1,118929.64
703,France,Male,44,6,98862.54,1,1,0,151516.7
545,France,Male,47,8,105792.49,1,0,1,67830.2
558,France,Female,45,1,153697.53,2,0,0,89891.4
838,Spain,Female,39,5,166733.92,2,1,0,14279.44
727,Germany,Female,30,8,119027.28,2,1,1,137903.54
745,Spain,Female,54,8,0.0,1,1,0,173912.29
847,Spain,Female,37,9,112712.17,1,1,0,116097.26
552,Germany,Male,50,4,121175.56,1,1,0,117505.07
753,Germany,Female,46,3,111512.75,3,1,0,159576.75
842,France,Male,29,8,0.0,2,1,1,123437.05
633,France,Female,34,3,123034.43,2,1,1,38315.04
656,France,Male,45,5,127864.4,1,1,0,87107.57
552,Germany,Female,42,8,103362.14,1,0,1,186869.58
608,France,Female,33,4,0.0,1,1,0,79304.38
605,France,Male,32,9,0.0,2,1,1,55724.24
633,France,Female,39,9,129189.15,2,0,0,170998.83
544,France,Female,40,7,0.0,1,0,1,161076.92
507,Spain,Female,34,4,0.0,2,1,1,60688.38
633,Germany,Male,40,5,86172.81,2,1,1,117279.49
701,Spain,Male,59,7,0.0,2,0,1,27597.59
627,Spain,Male,48,1,132759.8,1,1,0,78899.22
691,Germany,Female,41,8,109153.96,3,1,1,148848.76
496,France,Female,36,7,0.0,2,0,0,108098.28
652,Spain,Male,28,8,156823.7,2,1,0,198251.52
645,France,Male,29,1,130131.08,2,0,1,196474.35
430,Germany,Male,49,3,137115.16,1,1,0,146516.86
656,France,Female,39,6,0.0,2,1,0,141069.88
678,Germany,Female,43,2,153393.18,2,1,1,193828.27
507,France,Female,31,0,106942.08,1,0,1,44001.11
592,France,Female,38,4,0.0,2,1,0,35338.96
537,France,Male,28,0,88963.31,2,1,1,189839.93
850,France,Male,42,0,0.0,2,1,0,44165.84
659,Germany,Female,30,8,154159.51,1,1,0,40441.1
711,France,Female,39,3,152462.79,1,1,0,90305.97
680,France,Male,33,1,123082.08,1,1,0,134960.98
802,France,Male,29,9,127414.55,1,1,1,134459.12
776,Spain,Male,35,8,106365.29,1,1,1,148527.56
696,France,Male,28,4,172646.82,1,1,1,116471.43
726,France,Male,34,3,0.0,2,1,0,196288.46
620,France,Male,28,9,71902.52,1,0,1,190208.23
722,France,Female,38,3,0.0,2,0,1,167984.72
530,France,Female,29,5,0.0,2,0,0,121451.21
608,Germany,Male,23,8,197715.93,2,1,1,116124.28
619,Germany,Male,23,5,132725.1,1,1,1,143913.33
507,France,Female,35,1,0.0,2,0,0,92131.54
674,France,Male,37,3,0.0,1,1,0,158049.9
642,Germany,Female,36,2,124495.98,3,1,1,57904.22
410,France,Male,33,6,125789.69,1,0,0,66333.56
683,France,Female,29,0,157829.12,1,0,0,129891.66
850,Spain,Female,24,1,0.0,2,0,1,69052.87
730,France,Female,35,0,155470.55,1,1,1,53718.28
607,Germany,Female,37,4,135927.06,1,0,0,180890.4
659,Spain,Male,27,4,0.0,2,1,0,99341.87
597,Spain,Female,30,2,119370.11,1,1,1,182726.22
537,France,Female,38,10,0.0,1,0,0,52337.97
577,France,Male,29,7,0.0,2,1,1,55473.15
745,Germany,Male,51,3,99183.9,1,1,1,28922.25
645,Spain,Male,36,4,59893.85,2,1,0,43999.64
721,Spain,Male,51,0,169312.13,1,1,0,109078.35
709,France,Female,34,2,111669.68,1,1,0,57029.66
642,France,Male,62,7,0.0,2,1,1,61120.75
597,Spain,Female,26,7,0.0,2,1,0,110253.2
640,France,Female,30,6,107499.7,1,1,1,187632.22
627,Germany,Female,30,6,57809.32,1,1,0,188258.49
756,Germany,Male,27,1,131899.0,1,1,0,93302.29
674,France,Male,22,3,0.0,1,1,1,173940.59
433,France,Female,49,10,0.0,1,1,1,87711.61
572,France,Male,30,6,117696.67,1,1,0,100843.82
654,France,Male,40,6,0.0,1,0,0,183872.88
538,France,Female,33,5,0.0,2,1,0,126962.41
673,Germany,Female,34,1,127122.79,3,0,1,76703.1
754,Germany,Female,39,8,129401.87,1,1,1,87684.93
789,Germany,Male,39,7,124828.46,2,1,1,124411.08
611,Germany,Male,37,1,117524.72,2,0,1,161064.29
850,Germany,Male,51,4,124425.99,1,0,0,118545.49
807,France,Female,36,4,0.0,2,0,1,147007.33
496,Spain,Female,43,3,0.0,2,0,1,199505.53
437,Spain,Male,28,2,109161.25,1,1,0,152987.42
601,Germany,Female,54,1,131039.97,2,1,1,199661.5
770,Germany,Female,46,5,141788.63,2,0,0,164967.21
583,Germany,Female,41,5,77647.6,1,1,0,190429.52
765,Germany,Male,37,7,102708.77,1,1,0,9087.81
617,France,Female,35,2,104508.1,1,1,1,147636.46
635,France,Male,29,1,0.0,1,0,1,24865.54
628,Germany,Female,28,3,153538.13,2,1,0,110776.01
493,France,Female,31,3,0.0,1,1,1,176570.28
746,France,Male,36,7,142400.77,1,1,1,193438.69
588,Spain,Female,35,7,0.0,2,1,1,108739.15
850,France,Male,33,0,124781.67,1,0,1,33700.52
737,Germany,Male,31,5,121192.22,2,1,1,74890.58
818,Spain,Male,26,4,0.0,2,1,1,167036.94
527,Spain,Female,29,2,27755.97,1,1,0,97468.44
475,France,Female,46,10,0.0,2,0,0,122953.0
697,France,Female,39,6,151553.19,1,1,1,44946.29
714,Spain,Male,45,8,150900.29,2,0,1,139889.15
683,Spain,Male,40,8,0.0,1,1,0,75848.22
529,France,Male,46,8,0.0,1,0,0,126511.94
742,France,Female,28,2,191864.51,1,1,0,108457.99
647,Spain,Female,29,2,0.0,2,1,0,179032.68
666,France,Male,53,5,64646.7,1,1,0,128019.48
485,Spain,Female,21,5,113157.22,1,1,1,54141.5
505,Germany,Male,43,5,136855.94,2,1,0,171070.52
627,Spain,Male,40,10,0.0,2,1,1,194792.42
799,France,Female,22,8,174185.98,2,0,1,192633.85
645,Germany,Male,25,1,157404.02,2,1,0,93073.04
628,Germany,Female,36,3,91286.51,1,1,0,63085.94
638,France,Female,42,7,165679.92,1,0,0,32916.29
850,Germany,Female,47,10,134381.52,1,0,0,26812.89
668,Spain,Female,69,9,0.0,1,0,1,134483.07
586,France,Female,43,8,132558.26,1,1,0,67046.83
667,Spain,Female,23,6,136100.69,2,0,0,169669.33
697,France,Male,42,9,132739.26,2,0,0,174667.65
850,France,Male,20,7,0.0,2,1,0,31288.77
634,Germany,Female,31,8,76798.92,1,0,0,196021.73
829,Germany,Female,37,3,103457.76,1,0,0,1114.12
497,Germany,Female,55,7,131778.66,1,1,1,9972.64
594,Spain,Female,38,7,96858.35,1,1,0,77511.45
502,Germany,Female,33,6,125241.17,2,1,1,158736.07
749,France,Male,30,1,0.0,2,0,1,126551.65
727,Spain,Female,31,10,96997.09,2,0,0,76614.04
610,France,Female,57,7,72092.95,4,0,1,113228.82
584,Germany,Male,42,3,137479.13,1,1,0,25669.1
696,France,Female,41,8,0.0,2,0,0,28276.83
850,Germany,Male,44,3,140393.65,2,0,1,186285.52
556,Germany,Female,31,1,128663.81,2,1,0,125083.29
707,France,Male,32,9,0.0,2,0,0,30807.02
651,Spain,Female,46,4,89743.05,1,1,0,156425.57
659,France,Female,50,3,0.0,1,1,0,183399.12
681,Germany,Male,37,8,73179.34,2,1,1,25292.53
445,Spain,Male,45,10,0.0,2,0,1,90977.48
664,France,Female,36,0,103502.22,1,1,1,146191.82
580,Germany,Female,33,7,131647.01,2,0,0,79775.19
643,Spain,Male,34,6,0.0,2,1,1,116046.22
723,France,Female,35,0,0.0,2,0,1,61290.99
795,Germany,Female,33,9,104552.72,1,1,1,120853.83
576,Germany,Male,46,4,137367.94,1,1,1,33450.11
700,Spain,Male,44,9,0.0,2,1,0,142287.65
538,France,Female,38,8,88758.95,2,0,0,28226.15
850,Germany,Female,31,1,108822.4,1,1,1,132173.31
519,Germany,Female,21,1,151701.45,3,1,1,170138.68
545,Spain,Female,47,5,0.0,2,1,1,38970.14
678,France,Male,38,3,0.0,2,1,0,66561.6
663,France,Male,22,6,0.0,2,0,1,131827.15
603,France,Male,38,8,59360.77,1,1,1,191457.06
634,France,Female,37,7,51582.5,2,1,1,184312.88
693,Spain,Male,28,1,145118.83,1,0,1,77742.38
794,Germany,Male,57,3,117056.46,1,1,0,93336.93
605,Germany,Male,28,10,113690.83,1,1,0,33114.24
721,France,Male,36,1,155176.83,2,1,1,49653.37
620,France,Female,29,1,138740.24,2,0,0,154700.61
705,Spain,Female,40,5,203715.15,1,1,0,179978.68
757,France,Male,28,7,120911.75,2,1,1,131249.46
679,Spain,Male,39,5,0.0,2,1,1,100060.54
837,France,Male,49,8,103302.37,1,1,1,50974.57
561,France,Male,29,9,120268.13,1,1,1,173870.39
712,Spain,Male,27,10,0.0,1,1,0,94544.88
745,Germany,Male,36,8,145071.24,1,0,0,6078.46
729,France,Male,44,6,0.0,2,1,0,151733.43
584,Germany,Male,33,3,88311.48,2,1,1,177651.38
458,Germany,Male,44,7,84386.57,1,1,0,178642.73
813,France,Male,34,0,0.0,2,1,0,43169.15
745,Spain,Male,40,3,88466.82,1,0,0,116331.42
701,Spain,Male,26,5,83600.24,1,0,1,59195.05
739,France,Female,20,4,133800.98,1,0,1,150245.81
628,Germany,Female,61,1,97361.66,1,1,1,149922.38
799,France,Female,30,9,0.0,2,1,0,136827.96
760,Germany,Female,49,9,91502.99,1,1,0,117232.9
620,Spain,Female,43,2,0.0,2,1,0,20670.1
594,France,Female,31,0,79340.95,1,1,0,78255.86
674,Germany,Female,44,4,131593.85,1,0,1,171345.02
806,Germany,Male,34,2,96152.68,2,1,0,143711.02
529,Spain,Male,63,4,96134.11,3,1,0,108732.96
722,France,Male,46,6,0.0,1,1,1,93917.68
428,Germany,Female,40,3,129248.11,2,1,0,72876.43
809,Spain,Male,33,9,0.0,1,1,1,124045.65
588,Spain,Male,59,4,0.0,2,1,1,27435.41
550,Germany,Male,33,4,118400.91,1,0,1,13999.64
614,France,Male,51,3,0.0,2,1,1,5552.37
583,France,Male,27,7,0.0,2,1,0,51285.49
705,France,Male,34,7,117715.84,1,1,0,2498.67
487,France,Male,37,6,0.0,2,1,1,126477.41
615,France,Male,32,4,0.0,2,1,1,6225.63
821,Spain,Female,38,8,0.0,2,0,1,126241.4
773,France,Male,41,4,0.0,2,1,1,24924.92
720,Germany,Male,60,9,115920.62,2,0,0,157552.08
703,France,Male,37,8,105961.68,2,0,1,74158.8
527,France,Male,31,4,0.0,1,1,0,169361.89
458,Germany,Female,28,2,171932.26,2,1,1,9578.24
705,Germany,Female,64,3,153469.26,3,0,0,146573.66
744,Spain,Male,30,1,128065.12,1,1,0,121525.48
847,Germany,Female,41,3,101543.51,4,1,0,16025.17
707,Spain,Female,32,4,132835.56,1,0,0,136877.24
850,Germany,Female,32,0,116968.91,1,0,0,175094.62
461,France,Female,40,7,0.0,2,1,0,176547.8
829,France,Male,38,9,0.0,2,1,0,30529.88
579,France,Male,36,9,129829.59,1,1,1,60906.12
699,Germany,Male,32,1,123906.22,3,1,1,127443.82
508,France,Female,43,9,0.0,1,1,0,103726.71
542,Germany,Male,33,8,142871.27,2,0,0,77737.86
705,Spain,Female,23,5,0.0,2,1,1,73131.73
578,France,Male,46,5,113226.47,1,1,0,56770.76
738,France,Female,38,7,0.0,2,0,0,69227.42
757,Spain,Female,44,9,0.0,2,1,0,177528.92
607,Germany,Male,47,4,148826.32,1,1,1,79450.61
582,Germany,Male,33,2,122394.0,1,1,1,22113.93
636,Germany,Male,36,6,96643.32,1,0,0,182059.28
633,Germany,Male,50,7,88302.65,1,1,1,195937.16
585,Germany,Female,39,7,165610.41,2,0,0,131852.01
718,Spain,Female,39,2,0.0,1,1,1,52138.49
610,Spain,Female,45,3,0.0,1,1,0,38276.84
788,Spain,Male,36,10,109632.85,1,1,1,16149.13
589,France,Female,31,10,110635.32,1,1,0,148218.86
695,Spain,Female,39,5,0.0,2,0,0,102763.69
653,France,Female,27,9,0.0,2,1,0,96429.29
513,Spain,Male,72,3,98903.06,1,1,1,81251.24
597,Spain,Female,40,8,101993.12,1,0,1,94774.12
531,France,Female,63,1,114715.71,1,0,1,24506.95
696,Spain,Female,36,3,0.0,3,1,0,65039.9
750,Spain,Female,36,6,0.0,2,1,1,59816.41
678,Germany,Male,23,10,115563.71,1,1,1,91633.53
718,Germany,Male,26,7,147527.03,1,0,0,51099.56
744,France,Female,38,9,0.0,2,0,0,20940.76
593,Germany,Female,29,5,101713.84,3,1,0,134594.99
496,Spain,Female,44,0,179356.28,2,1,0,2919.21
629,Spain,Male,32,3,0.0,2,1,1,15404.64
534,Spain,Male,34,5,170600.78,1,0,1,5240.53
808,France,Male,45,7,118626.55,2,1,0,147132.46
525,Spain,Female,57,2,145965.33,1,1,1,64448.36
634,Spain,Male,52,1,0.0,2,1,1,176913.42
495,Germany,Female,34,9,117160.32,1,1,1,116069.24
756,France,Male,37,3,132623.6,1,1,1,58974.0
350,France,Female,60,3,0.0,1,0,0,113796.15
662,Spain,Male,20,9,104508.77,2,0,0,73107.53
782,Spain,Male,23,10,98052.66,1,1,1,142587.32
589,France,Male,36,1,100895.54,1,1,1,68075.14
608,France,Male,42,5,0.0,2,1,0,178504.29
648,France,Male,23,9,168372.52,1,1,0,134676.72
584,France,Female,44,5,95671.75,2,1,1,106564.88
477,Germany,Female,36,3,117700.86,1,0,0,74042.0
420,Germany,Female,34,1,135549.9,1,0,0,149471.13
808,France,Female,33,2,103516.87,1,1,0,113907.8
717,France,Male,31,4,129722.57,1,0,0,41176.6
626,France,Female,34,3,0.0,2,1,1,37870.29
505,Germany,Female,25,5,114268.85,2,1,1,126728.27
683,France,Male,30,8,110829.52,2,0,0,24938.84
681,France,Female,63,7,0.0,2,1,1,55054.48
552,France,Male,33,5,140931.57,1,0,1,10921.5
850,Spain,Female,31,4,91292.7,1,1,1,162149.07
844,France,Male,38,7,111501.66,1,1,1,119333.38
716,Germany,Female,39,10,115301.31,1,1,0,43527.4
810,France,Male,32,9,120879.73,2,0,1,78896.59
644,France,Male,38,3,0.0,2,1,1,79928.41
743,Spain,Male,43,2,161807.18,2,0,1,93228.86
584,France,Male,31,5,0.0,2,1,0,31474.27
508,France,Male,49,1,93817.41,2,1,1,132468.76
741,France,Female,44,7,0.0,2,1,1,190534.76
558,France,Male,40,6,0.0,2,1,0,173844.89
613,Germany,Female,45,9,142765.24,2,1,0,34749.65
580,Germany,Female,36,3,74974.89,1,1,1,12099.67
500,France,Female,34,6,0.0,1,1,1,140268.45
678,Spain,Female,49,8,0.0,2,0,1,98090.69
613,France,Male,26,4,100446.57,1,0,1,149653.81
647,France,Female,40,9,0.0,2,0,1,92357.21
703,France,Female,45,7,0.0,2,1,1,68831.72
470,Spain,Male,30,4,125385.01,1,1,0,68293.93
663,France,Female,42,1,82228.67,2,1,0,71359.78
517,Spain,Male,39,3,0.0,2,0,1,12465.51
808,France,Male,32,1,0.0,2,1,1,46200.71
778,France,Male,24,4,0.0,2,1,1,162809.2
766,Germany,Male,37,2,99660.13,2,0,1,147700.78
788,Spain,Male,37,8,141541.25,1,0,0,66013.27
590,Spain,Female,29,10,99250.08,1,1,1,129629.41
678,Germany,Male,36,6,118448.15,2,1,0,53172.02
658,Germany,Female,31,3,133003.03,1,0,1,146339.27
711,France,Female,38,2,129022.06,2,1,1,14374.86
489,Germany,Female,52,1,131441.51,1,1,0,37240.11
613,France,Male,36,9,131307.11,1,0,0,83343.73
602,Germany,Female,53,5,98268.84,1,0,1,45038.29
569,Germany,Female,28,3,100032.52,1,1,0,5159.21
675,France,Female,38,6,68065.8,1,0,0,138777.0
699,Germany,Female,51,2,92246.14,2,0,1,91346.03
768,France,Female,28,3,109118.05,2,0,1,50911.41
717,France,Male,53,6,0.0,2,0,1,97614.87
774,Spain,Male,32,9,0.0,2,1,0,10604.48
606,Germany,Female,47,0,137138.2,2,0,1,53784.22
828,France,Male,37,4,0.0,2,1,0,94845.45
655,Germany,Male,67,6,148363.38,1,1,1,186995.17
479,Germany,Female,23,9,123575.51,1,0,1,95148.28
753,France,Female,40,0,3768.69,2,1,0,177065.24
